test_id,operator,technology,circle,download_speed,upload_speed,signal_strength,latency_ms,test_date,latitude,longitude
TEST_027440,jio,5G,Mumbai,37.51,23.96,-68.7,41.13,2026-04-22,13.581874,71.426077
TEST_027441,airtel,5G,Chennai,80.86,20.64,-80.36,45.44,2026-04-28,15.235883,79.497654
TEST_027442,jio,4G,Bangalore,32.9,9.22,-75.61,61.68,2026-05-11,26.02137,80.267076
TEST_027443,vi,5G,Lucknow,66.2,15.14,-99.54,35.44,2026-03-04,26.169833,71.407896
TEST_027444,jio,5G,Pune,113.92,32.57,-90.73,40.88,2026-04-23,11.062312,74.871229
TEST_027445,jio,5G,Chennai,94.61,32.53,-80.62,63.37,2026-05-05,23.144958,73.788838
TEST_027446,jio,5G,Chennai,42.0,17.8,-99.7,38.93,2026-03-04,19.669576,73.130741
TEST_027447,jio,4G,Bangalore,24.03,7.08,-90.43,46.8,2026-05-05,26.351368,86.785024
TEST_027448,jio,4G,Jaipur,19.63,7.54,-62.94,93.28,2026-03-12,18.145118,81.787571
TEST_027449,vi,4G,Pune,14.95,7.1,-115.67,54.8,2026-03-08,34.082919,90.747213
TEST_027450,airtel,5G,Bangalore,115.08,12.02,-76.32,36.43,2026-05-17,29.127681,92.702751
TEST_027451,jio,5G,Ahmedabad,64.42,31.96,-97.82,40.49,2026-03-17,19.177351,74.361494
TEST_027452,jio,5G,Bangalore,59.68,20.11,-87.83,36.5,2026-03-30,29.373625,82.16329
TEST_027453,vi,4G,Jaipur,14.36,2.85,-82.17,38.92,2026-03-01,15.363225,73.907494
TEST_027454,airtel,5G,Bangalore,55.5,31.07,-90.24,66.47,2026-04-18,31.068869,84.527558
TEST_027455,airtel,5G,Lucknow,64.02,34.58,-75.73,36.37,2026-03-16,13.680401,84.486919
TEST_027456,jio,5G,Kolkata,52.34,27.4,-85.49,48.56,2026-04-30,10.792527,68.856362
TEST_027457,jio,4G,Chennai,17.1,11.39,-97.27,61.38,2026-05-14,30.697997,68.282677
TEST_027458,airtel,4G,Delhi,30.54,8.13,-96.26,43.0,2026-03-31,31.815965,89.298165
TEST_027459,jio,5G,Delhi,90.07,29.28,-80.48,38.53,2026-03-16,10.43857,76.590001
TEST_027460,vi,5G,Kolkata,87.24,21.63,-95.25,77.98,2026-03-16,22.559229,94.442592
TEST_027461,jio,5G,Lucknow,87.73,10.51,-73.28,41.66,2026-05-21,32.581017,83.435162
TEST_027462,vi,5G,Delhi,58.06,17.89,-95.18,86.07,2026-04-16,14.345572,71.908842
TEST_027463,vi,4G,Pune,18.39,7.9,-96.91,45.48,2026-04-15,30.274504,74.989566
TEST_027464,jio,4G,Delhi,22.03,5.2,-67.52,39.91,2026-05-12,27.310634,68.474903
TEST_027465,airtel,4G,Ahmedabad,18.36,7.89,-60.0,55.35,2026-05-25,18.135097,94.787072
TEST_027466,jio,5G,Kolkata,55.26,28.08,-86.43,54.17,2026-03-11,33.99214,88.235637
TEST_027467,vi,5G,Ahmedabad,40.93,19.73,-65.45,59.58,2026-03-18,28.184334,78.702161
TEST_027468,vi,5G,Kolkata,30.2,28.12,-101.88,60.82,2026-05-02,27.167377,85.696927
TEST_027469,airtel,5G,Jaipur,54.94,23.65,-87.11,40.53,2026-04-10,25.926508,87.221617
TEST_027470,airtel,5G,Kolkata,49.64,20.44,-74.14,53.17,2026-05-06,30.601915,69.140218
TEST_027471,airtel,5G,Bangalore,100.19,19.48,-79.58,39.49,2026-05-16,27.64894,94.500456
TEST_027472,airtel,4G,Jaipur,27.08,7.18,-95.64,56.37,2026-03-11,9.00626,94.046902
TEST_027473,airtel,4G,Hyderabad,27.86,4.68,-89.23,39.27,2026-05-22,14.583804,92.583157
TEST_027474,jio,5G,Hyderabad,69.98,22.7,-77.64,38.25,2026-03-28,34.076929,76.982449
TEST_027475,vi,4G,Pune,17.27,5.98,-79.94,56.31,2026-05-13,32.918076,81.417699
TEST_027476,vi,5G,Mumbai,41.4,19.18,-60.67,42.98,2026-04-24,27.204231,89.263797
TEST_027477,airtel,4G,Lucknow,21.91,4.49,-97.79,46.46,2026-03-05,22.664064,71.046783
TEST_027478,jio,5G,Kolkata,126.3,21.94,-119.8,42.68,2026-03-26,35.833685,87.867642
TEST_027479,airtel,5G,Pune,130.35,20.13,-65.37,36.48,2026-04-11,25.119015,77.00434
TEST_027480,jio,5G,Ahmedabad,126.92,25.1,-102.03,38.87,2026-05-11,16.878782,86.100339
TEST_027481,vi,5G,Delhi,83.31,9.17,-66.78,36.13,2026-05-12,12.990977,80.891099
TEST_027482,jio,5G,Delhi,81.01,31.93,-71.8,50.31,2026-04-20,15.93394,78.534408
TEST_027483,vi,5G,Lucknow,66.78,18.39,-69.23,36.81,2026-03-17,25.002987,69.017156
TEST_027484,airtel,5G,Hyderabad,63.34,29.63,-93.25,39.96,2026-05-26,20.908057,73.056836
TEST_027485,vi,4G,Lucknow,19.86,6.79,-85.96,50.22,2026-05-20,8.863889,85.746156
TEST_027486,vi,5G,Chennai,78.47,21.86,-99.64,40.5,2026-05-22,16.923238,95.477637
TEST_027487,vi,5G,Pune,59.54,20.24,-88.17,54.55,2026-03-21,14.357158,78.947353
TEST_027488,jio,5G,Kolkata,44.81,27.43,-81.41,37.07,2026-03-09,34.806259,91.11357
TEST_027489,jio,5G,Delhi,56.27,41.76,-100.58,41.6,2026-05-11,13.339317,83.174998
TEST_027490,vi,4G,Pune,22.88,5.68,-79.67,48.06,2026-03-27,16.21372,80.836023
TEST_027491,airtel,5G,Lucknow,49.79,23.04,-75.33,37.95,2026-04-18,13.393729,90.29476
TEST_027492,airtel,5G,Mumbai,83.46,18.67,-103.23,51.54,2026-04-28,30.936031,92.557156
TEST_027493,vi,4G,Lucknow,15.37,6.36,-83.4,35.67,2026-03-10,21.226688,74.90022
TEST_027494,airtel,4G,Kolkata,24.09,5.55,-91.94,67.56,2026-05-07,10.075694,85.272648
TEST_027495,airtel,5G,Lucknow,54.56,18.15,-72.16,49.74,2026-04-13,30.356345,92.758892
TEST_027496,jio,5G,Hyderabad,79.3,20.0,-84.42,57.94,2026-04-18,16.235133,76.393215
TEST_027497,jio,4G,Ahmedabad,30.0,6.18,-96.44,68.73,2026-03-30,22.294371,80.634907
TEST_027498,jio,5G,Bangalore,109.07,28.65,-93.21,40.2,2026-05-10,27.921392,90.437965
TEST_027499,airtel,4G,Lucknow,17.01,5.94,-78.01,51.63,2026-03-16,22.403249,78.513758
TEST_027500,airtel,5G,Ahmedabad,97.41,11.52,-104.07,51.3,2026-04-26,13.416037,89.706764
TEST_027501,jio,4G,Delhi,21.46,10.54,-75.4,60.92,2026-03-26,32.887536,76.100349
TEST_027502,jio,4G,Jaipur,19.64,4.47,-69.09,107.58,2026-04-08,16.039337,75.334053
TEST_027503,jio,4G,Mumbai,33.57,8.9,-101.36,36.88,2026-04-11,19.800444,88.208105
TEST_027504,jio,5G,Mumbai,80.04,17.32,-101.93,35.86,2026-03-23,33.85548,91.451856
TEST_027505,airtel,5G,Delhi,81.22,14.4,-92.83,36.39,2026-04-29,24.076054,81.385293
TEST_027506,airtel,5G,Bangalore,82.15,30.05,-73.79,37.45,2026-04-10,23.126405,73.119865
TEST_027507,jio,4G,Jaipur,30.96,8.5,-81.67,39.86,2026-03-21,32.379518,85.995012
TEST_027508,vi,5G,Lucknow,73.8,8.77,-73.0,35.45,2026-05-11,11.891049,79.081699
TEST_027509,vi,5G,Kolkata,64.69,12.46,-84.77,49.53,2026-05-13,19.330119,79.498823
TEST_027510,vi,4G,Jaipur,13.91,6.4,-82.82,46.73,2026-03-02,11.436581,74.531786
TEST_027511,airtel,5G,Pune,88.87,28.03,-60.0,36.44,2026-04-17,12.472772,87.27013
TEST_027512,vi,4G,Kolkata,16.43,6.48,-96.94,43.69,2026-05-03,23.609224,79.700865
TEST_027513,airtel,4G,Chennai,12.49,11.63,-91.46,44.06,2026-04-25,11.41464,89.995131
TEST_027514,vi,5G,Pune,51.67,19.64,-98.12,40.63,2026-04-05,20.069742,86.08905
TEST_027515,vi,4G,Bangalore,13.65,6.61,-88.29,45.14,2026-05-23,27.258661,89.786351
TEST_027516,airtel,4G,Lucknow,30.98,8.39,-76.17,43.95,2026-04-06,31.14719,79.524987
TEST_027517,jio,4G,Ahmedabad,22.13,7.46,-84.21,43.23,2026-04-16,18.800431,69.566621
TEST_027518,airtel,4G,Lucknow,28.63,6.07,-82.99,96.39,2026-05-16,18.558073,95.997746
TEST_027519,jio,4G,Mumbai,32.03,8.54,-78.26,38.36,2026-05-26,26.086862,82.826866
TEST_027520,jio,4G,Jaipur,27.58,6.05,-91.74,69.79,2026-03-16,22.855501,74.929085
TEST_027521,airtel,5G,Jaipur,72.4,6.87,-69.01,52.05,2026-05-22,32.910615,92.318364
TEST_027522,jio,5G,Chennai,150.12,21.57,-62.99,105.98,2026-04-17,14.888298,95.310952
TEST_027523,vi,5G,Chennai,85.87,12.44,-98.27,41.74,2026-03-06,15.091621,78.844624
TEST_027524,airtel,4G,Ahmedabad,22.79,8.9,-84.67,39.34,2026-05-22,25.773566,81.062966
TEST_027525,jio,4G,Lucknow,25.34,6.09,-83.39,47.27,2026-04-27,27.898555,77.841999
TEST_027526,vi,4G,Lucknow,16.02,3.7,-100.73,55.94,2026-03-15,32.854616,69.885019
TEST_027527,jio,5G,Lucknow,93.3,33.06,-85.72,40.57,2026-03-10,17.229044,90.453655
TEST_027528,vi,5G,Lucknow,81.25,18.97,-82.06,49.55,2026-05-21,34.013317,70.715452
TEST_027529,airtel,5G,Lucknow,102.67,23.64,-66.4,59.25,2026-03-25,33.041557,86.391797
TEST_027530,airtel,5G,Jaipur,50.6,24.09,-92.99,67.33,2026-03-19,24.076608,78.325972
TEST_027531,airtel,5G,Mumbai,103.17,12.87,-92.43,40.41,2026-03-21,22.410109,94.907428
TEST_027532,airtel,4G,Jaipur,20.6,4.25,-75.56,65.78,2026-05-05,15.700942,75.935823
TEST_027533,airtel,5G,Ahmedabad,102.43,24.77,-83.82,61.68,2026-05-08,32.711613,70.211948
TEST_027534,vi,4G,Jaipur,21.73,5.25,-83.65,46.19,2026-05-29,23.198092,93.016241
TEST_027535,airtel,5G,Pune,77.92,19.01,-74.71,41.43,2026-05-14,30.239281,82.85802
TEST_027536,vi,5G,Delhi,56.68,18.31,-100.97,68.92,2026-04-30,19.253346,72.941542
TEST_027537,jio,4G,Ahmedabad,33.4,11.63,-91.34,39.77,2026-04-17,34.528389,86.668595
TEST_027538,airtel,5G,Delhi,52.13,18.36,-90.0,49.39,2026-03-07,23.495005,89.271705
TEST_027539,vi,4G,Mumbai,16.51,5.1,-75.6,40.39,2026-03-28,21.665049,92.978988
TEST_027540,vi,5G,Delhi,62.84,16.71,-82.54,44.18,2026-03-03,16.410107,70.809425
TEST_027541,airtel,4G,Hyderabad,11.13,5.24,-83.66,42.16,2026-04-16,28.218564,90.189744
TEST_027542,jio,4G,Bangalore,15.75,9.5,-87.41,78.14,2026-04-07,19.539809,70.812593
TEST_027543,airtel,4G,Chennai,14.39,8.81,-97.95,84.06,2026-05-23,10.973563,77.000595
TEST_027544,vi,5G,Delhi,77.6,26.52,-81.04,56.89,2026-03-20,20.279823,73.968519
TEST_027545,airtel,4G,Chennai,18.65,6.24,-99.02,47.59,2026-03-29,33.748229,73.482323
TEST_027546,airtel,5G,Pune,74.57,13.64,-84.1,43.22,2026-04-13,28.98818,74.232588
TEST_027547,vi,5G,Lucknow,91.0,25.75,-109.96,56.84,2026-05-16,29.997521,78.914914
TEST_027548,airtel,5G,Delhi,74.58,27.99,-63.91,40.23,2026-05-03,35.380984,95.753923
TEST_027549,vi,5G,Ahmedabad,64.9,6.35,-85.19,43.3,2026-03-03,10.192065,86.07528
TEST_027550,vi,5G,Pune,60.57,25.66,-90.02,51.33,2026-04-01,20.976386,84.411113
TEST_027551,vi,4G,Hyderabad,20.46,5.51,-81.21,44.8,2026-04-27,9.53224,92.871345
TEST_027552,jio,5G,Lucknow,103.21,33.96,-84.67,38.1,2026-04-15,27.081936,83.07527
TEST_027553,jio,4G,Kolkata,22.47,8.38,-79.8,66.59,2026-03-01,8.467282,68.765308
TEST_027554,vi,4G,Pune,26.72,5.18,-76.01,35.67,2026-04-08,35.254019,82.709154
TEST_027555,jio,4G,Jaipur,28.17,11.87,-82.14,96.55,2026-05-17,11.679271,90.942935
TEST_027556,jio,5G,Bangalore,104.27,36.98,-108.96,37.19,2026-04-27,35.971694,83.608947
TEST_027557,jio,4G,Ahmedabad,26.21,10.17,-76.8,64.33,2026-03-21,10.760144,95.8443
TEST_027558,jio,5G,Mumbai,103.48,22.45,-100.82,36.63,2026-05-29,31.370393,77.554498
TEST_027559,airtel,4G,Pune,22.18,7.54,-93.39,54.23,2026-03-11,23.512441,91.485051
TEST_027560,airtel,5G,Pune,45.5,20.93,-86.32,36.2,2026-05-06,16.869557,76.880776
TEST_027561,jio,5G,Jaipur,100.1,29.29,-102.09,44.67,2026-05-02,9.409906,85.821767
TEST_027562,vi,4G,Hyderabad,8.42,6.05,-83.43,37.7,2026-03-28,34.312593,92.978806
TEST_027563,jio,5G,Kolkata,101.59,27.46,-79.82,40.99,2026-03-07,30.41719,80.471907
TEST_027564,jio,5G,Delhi,58.97,19.64,-80.75,72.09,2026-04-05,34.403848,70.274377
TEST_027565,airtel,5G,Pune,91.49,18.15,-88.76,57.75,2026-05-12,9.726303,84.377708
TEST_027566,airtel,4G,Jaipur,15.56,9.07,-96.88,54.86,2026-03-26,16.570125,72.282014
TEST_027567,airtel,5G,Kolkata,135.37,9.77,-103.05,63.54,2026-05-07,13.456645,93.994902
TEST_027568,airtel,5G,Jaipur,98.25,28.44,-89.01,48.54,2026-04-22,20.878204,80.324587
TEST_027569,vi,4G,Hyderabad,8.72,2.23,-94.9,63.6,2026-04-27,19.150778,79.280749
TEST_027570,airtel,5G,Chennai,91.88,17.87,-83.9,45.33,2026-03-06,26.069789,88.68298
TEST_027571,airtel,4G,Kolkata,23.22,7.79,-93.47,62.01,2026-03-16,9.730334,71.671475
TEST_027572,vi,5G,Hyderabad,86.2,15.47,-66.86,39.68,2026-05-20,9.858935,68.810723
TEST_027573,airtel,4G,Delhi,23.45,7.53,-93.15,35.87,2026-04-12,14.903304,72.932685
TEST_027574,airtel,4G,Lucknow,17.26,7.65,-104.7,46.18,2026-03-11,35.15688,71.205947
TEST_027575,vi,4G,Delhi,24.7,5.74,-90.35,57.73,2026-04-22,22.30065,87.83996
TEST_027576,jio,4G,Mumbai,30.07,10.78,-83.3,41.35,2026-04-03,28.678397,80.797422
TEST_027577,jio,5G,Pune,94.97,16.53,-68.51,48.92,2026-05-11,32.657026,87.307967
TEST_027578,vi,4G,Kolkata,15.19,9.57,-73.41,43.69,2026-03-21,27.040154,74.756472
TEST_027579,jio,4G,Bangalore,25.13,4.68,-64.01,82.07,2026-04-21,9.690583,89.709196
TEST_027580,jio,5G,Chennai,85.59,30.65,-77.3,55.0,2026-04-02,17.867362,90.563189
TEST_027581,airtel,4G,Ahmedabad,22.71,8.88,-81.32,51.1,2026-04-04,20.209212,93.822324
TEST_027582,jio,4G,Lucknow,26.65,6.86,-84.4,46.61,2026-03-30,17.144472,90.79262
TEST_027583,jio,5G,Hyderabad,102.58,28.57,-105.31,76.66,2026-05-14,21.774441,70.381418
TEST_027584,jio,4G,Kolkata,17.82,9.71,-92.65,48.25,2026-04-24,26.820034,82.250989
TEST_027585,vi,5G,Kolkata,90.69,16.07,-79.56,43.91,2026-05-29,21.688579,85.145614
TEST_027586,airtel,4G,Pune,34.03,5.75,-65.11,35.67,2026-05-15,14.289424,81.034399
TEST_027587,vi,4G,Mumbai,6.08,9.75,-96.71,37.19,2026-05-05,33.346704,89.779975
TEST_027588,vi,4G,Pune,26.83,5.28,-82.33,42.25,2026-03-20,12.661364,83.007013
TEST_027589,airtel,4G,Mumbai,16.99,2.63,-93.82,36.32,2026-04-19,22.605364,95.797391
TEST_027590,jio,4G,Delhi,14.24,12.51,-79.04,48.0,2026-05-13,9.677466,90.061833
TEST_027591,airtel,4G,Bangalore,26.8,6.81,-104.18,57.56,2026-05-21,8.395607,90.140921
TEST_027592,vi,4G,Kolkata,19.87,5.55,-79.69,67.54,2026-03-13,20.696198,81.599673
TEST_027593,jio,4G,Pune,25.06,10.63,-85.34,44.69,2026-04-05,33.926008,80.43508
TEST_027594,vi,4G,Chennai,28.19,6.47,-78.69,39.79,2026-04-12,25.674579,71.195188
TEST_027595,jio,4G,Ahmedabad,21.96,10.49,-68.01,54.32,2026-03-30,12.697982,78.95911
TEST_027596,vi,5G,Hyderabad,57.5,21.34,-62.1,66.86,2026-03-19,23.780391,88.63571
TEST_027597,vi,5G,Mumbai,58.32,13.21,-73.06,68.89,2026-04-03,20.769225,71.640072
TEST_027598,vi,4G,Chennai,22.56,6.03,-82.73,35.2,2026-04-15,31.14898,69.68397
TEST_027599,airtel,5G,Jaipur,62.47,18.98,-94.78,55.17,2026-03-28,25.993771,80.609073
TEST_027600,airtel,5G,Kolkata,41.95,8.26,-75.24,84.68,2026-04-12,28.655577,90.259053
TEST_027601,vi,4G,Lucknow,15.38,6.03,-80.64,35.68,2026-04-30,32.820186,74.897942
TEST_027602,jio,4G,Delhi,15.87,8.89,-60.0,64.2,2026-05-14,21.983916,77.961435
TEST_027603,jio,5G,Ahmedabad,103.48,23.38,-60.0,48.86,2026-03-06,17.980059,75.4968
TEST_027604,jio,5G,Jaipur,75.18,20.86,-102.75,98.38,2026-04-03,11.549315,89.820515
TEST_027605,airtel,5G,Jaipur,78.42,14.51,-83.14,73.42,2026-04-01,34.629479,73.881694
TEST_027606,jio,5G,Lucknow,58.7,10.75,-108.55,54.19,2026-05-07,30.809113,69.978153
TEST_027607,vi,4G,Bangalore,19.69,4.9,-84.26,36.23,2026-04-11,30.340973,92.200288
TEST_027608,vi,4G,Pune,24.33,3.61,-98.14,68.48,2026-05-14,13.698959,91.616898
TEST_027609,jio,4G,Kolkata,28.88,14.36,-79.42,58.36,2026-03-07,33.821012,89.324106
TEST_027610,jio,5G,Bangalore,86.61,17.37,-96.75,37.85,2026-05-13,23.585499,78.735198
TEST_027611,airtel,5G,Ahmedabad,89.56,21.51,-89.33,38.04,2026-03-24,35.697536,68.160434
TEST_027612,vi,4G,Jaipur,11.79,4.22,-87.18,57.69,2026-05-21,9.532437,95.962451
TEST_027613,airtel,4G,Kolkata,20.1,5.6,-82.47,35.77,2026-04-17,10.002042,82.641221
TEST_027614,airtel,5G,Ahmedabad,69.57,14.02,-89.01,40.01,2026-05-28,23.428554,91.309182
TEST_027615,jio,5G,Ahmedabad,109.38,31.97,-102.44,41.91,2026-05-09,32.174677,68.697514
TEST_027616,vi,5G,Hyderabad,19.05,12.14,-98.28,73.95,2026-04-01,32.5735,75.088622
TEST_027617,jio,4G,Kolkata,22.14,8.62,-97.45,35.92,2026-03-24,26.042682,85.533699
TEST_027618,vi,4G,Lucknow,15.08,4.21,-90.63,52.75,2026-04-22,8.008342,95.551979
TEST_027619,airtel,4G,Chennai,13.91,8.44,-60.42,40.42,2026-03-06,28.497893,87.027776
TEST_027620,vi,4G,Jaipur,18.52,6.17,-91.1,54.49,2026-05-13,13.053981,92.071438
TEST_027621,jio,4G,Pune,19.7,5.77,-75.58,45.98,2026-04-25,22.25272,84.850358
TEST_027622,vi,5G,Lucknow,61.17,15.8,-85.76,67.88,2026-03-15,21.77954,90.965628
TEST_027623,airtel,4G,Mumbai,22.83,10.02,-87.64,40.38,2026-05-27,32.883299,79.436836
TEST_027624,vi,5G,Bangalore,53.68,22.35,-74.17,40.54,2026-05-05,16.748952,87.251154
TEST_027625,airtel,5G,Chennai,84.42,20.3,-85.39,38.67,2026-05-02,33.575963,89.058345
TEST_027626,vi,5G,Jaipur,68.53,15.7,-83.86,48.09,2026-05-13,20.873715,69.292865
TEST_027627,vi,5G,Kolkata,77.49,18.5,-93.75,39.44,2026-05-02,28.331965,91.218233
TEST_027628,airtel,5G,Delhi,61.25,6.86,-79.88,36.99,2026-04-25,27.917443,90.748592
TEST_027629,vi,5G,Lucknow,107.3,8.31,-86.14,66.24,2026-03-09,25.098461,90.766514
TEST_027630,airtel,4G,Delhi,24.97,4.91,-103.42,38.07,2026-05-08,20.620009,75.927226
TEST_027631,airtel,5G,Mumbai,82.44,17.14,-99.13,62.25,2026-04-05,27.766237,91.212174
TEST_027632,airtel,4G,Jaipur,24.88,5.82,-70.56,38.55,2026-05-23,34.640631,86.826552
TEST_027633,vi,4G,Mumbai,27.44,5.95,-62.39,73.33,2026-05-27,21.490852,83.094698
TEST_027634,airtel,4G,Delhi,24.88,6.29,-89.9,46.35,2026-05-20,9.021523,84.84134
TEST_027635,jio,4G,Bangalore,26.84,6.81,-82.19,41.85,2026-05-23,24.49365,93.508404
TEST_027636,airtel,4G,Mumbai,19.71,10.26,-90.96,61.4,2026-05-12,35.36633,75.936424
TEST_027637,vi,4G,Jaipur,15.74,6.86,-73.67,39.03,2026-03-26,9.212356,85.892009
TEST_027638,airtel,4G,Chennai,25.82,9.84,-75.95,36.2,2026-05-02,16.70429,77.43966
TEST_027639,vi,5G,Bangalore,57.65,20.88,-69.86,50.29,2026-05-17,19.13096,76.837839
TEST_027640,vi,4G,Ahmedabad,18.72,6.72,-104.67,86.81,2026-03-28,25.023678,92.938912
TEST_027641,jio,4G,Bangalore,27.18,9.31,-82.33,35.18,2026-03-25,31.413012,93.838241
TEST_027642,vi,5G,Mumbai,101.69,22.08,-76.48,46.98,2026-05-10,8.980261,87.630172
TEST_027643,vi,5G,Delhi,72.75,16.22,-78.53,42.99,2026-05-25,22.580511,94.665641
TEST_027644,jio,5G,Pune,112.23,29.29,-99.78,44.38,2026-03-30,32.936855,80.896629
TEST_027645,jio,5G,Chennai,51.9,17.76,-100.02,49.87,2026-04-04,16.305725,69.880539
TEST_027646,vi,4G,Bangalore,18.44,3.27,-102.44,105.77,2026-03-31,12.722074,72.231575
TEST_027647,airtel,4G,Ahmedabad,17.47,8.25,-91.35,81.73,2026-05-19,30.930762,87.022416
TEST_027648,vi,4G,Ahmedabad,27.77,4.56,-101.83,40.44,2026-03-12,27.158315,79.150163
TEST_027649,vi,5G,Lucknow,50.2,17.33,-87.3,38.07,2026-03-12,16.908322,88.893805
TEST_027650,vi,4G,Chennai,20.16,5.94,-97.02,70.81,2026-03-25,33.987492,78.996351
TEST_027651,airtel,4G,Kolkata,25.8,7.19,-99.64,50.27,2026-04-30,14.473699,75.535672
TEST_027652,jio,5G,Mumbai,115.05,20.89,-84.04,41.19,2026-04-03,18.528436,74.065755
TEST_027653,airtel,4G,Jaipur,14.66,6.96,-88.38,42.66,2026-05-24,34.932794,86.100673
TEST_027654,vi,4G,Kolkata,15.66,3.92,-87.63,43.25,2026-03-27,32.764691,95.720634
TEST_027655,jio,5G,Chennai,53.5,13.91,-75.98,38.32,2026-04-02,14.359496,68.169113
TEST_027656,vi,5G,Jaipur,76.68,21.76,-84.61,44.81,2026-04-24,21.879065,93.562045
TEST_027657,vi,5G,Lucknow,48.24,15.9,-85.6,46.73,2026-03-03,32.940691,68.563432
TEST_027658,airtel,5G,Ahmedabad,99.73,25.13,-93.28,75.4,2026-04-14,16.371877,78.430239
TEST_027659,jio,5G,Delhi,102.12,25.74,-94.79,38.78,2026-05-23,11.314757,94.756426
TEST_027660,jio,4G,Bangalore,32.36,9.37,-92.11,42.88,2026-04-18,8.640597,72.950225
TEST_027661,vi,4G,Bangalore,22.31,4.69,-87.95,59.09,2026-05-29,16.206721,91.295974
TEST_027662,jio,4G,Lucknow,17.84,3.62,-72.45,62.18,2026-05-29,35.417733,87.854942
TEST_027663,jio,5G,Jaipur,122.71,32.26,-86.78,101.84,2026-03-30,16.55836,92.984405
TEST_027664,vi,5G,Mumbai,41.67,15.59,-89.6,43.0,2026-05-30,9.181172,80.589859
TEST_027665,vi,4G,Lucknow,11.92,6.11,-80.29,35.56,2026-04-18,28.541031,84.542254
TEST_027666,vi,4G,Bangalore,22.76,5.28,-60.0,49.39,2026-04-26,9.140962,85.082481
TEST_027667,airtel,4G,Kolkata,26.6,7.07,-79.58,53.07,2026-05-25,26.688879,94.128267
TEST_027668,airtel,4G,Jaipur,21.21,5.1,-81.12,44.58,2026-03-07,25.145205,87.964823
TEST_027669,vi,4G,Hyderabad,21.1,4.93,-80.55,59.51,2026-05-25,18.493365,92.741536
TEST_027670,airtel,5G,Kolkata,88.18,26.21,-91.35,59.94,2026-05-17,32.361659,90.888426
TEST_027671,airtel,5G,Delhi,76.24,23.81,-94.81,126.75,2026-05-28,34.212773,77.173465
TEST_027672,vi,4G,Lucknow,23.62,8.73,-102.2,52.62,2026-03-01,18.780573,84.328446
TEST_027673,vi,5G,Jaipur,76.98,14.33,-64.09,55.96,2026-03-07,16.522178,72.082068
TEST_027674,airtel,5G,Ahmedabad,97.12,22.24,-104.65,40.82,2026-03-07,24.480813,72.761489
TEST_027675,vi,4G,Bangalore,17.34,6.55,-77.73,38.19,2026-04-26,13.026446,92.348575
TEST_027676,vi,4G,Bangalore,16.56,5.85,-100.77,35.84,2026-03-20,19.393113,85.575233
TEST_027677,jio,4G,Hyderabad,35.95,7.37,-69.94,55.64,2026-03-15,12.463252,73.408089
TEST_027678,vi,5G,Lucknow,47.23,30.94,-81.8,47.2,2026-04-09,34.647546,82.183682
TEST_027679,vi,4G,Delhi,13.6,6.06,-82.67,46.72,2026-04-27,21.707324,77.375579
TEST_027680,jio,5G,Lucknow,84.16,30.29,-90.35,40.15,2026-03-06,10.510741,88.159725
TEST_027681,airtel,4G,Ahmedabad,13.69,9.17,-84.76,35.12,2026-03-06,20.999775,83.525862
TEST_027682,vi,5G,Mumbai,105.76,23.64,-81.17,68.75,2026-05-12,29.19963,92.597918
TEST_027683,airtel,5G,Ahmedabad,35.08,20.0,-80.6,46.08,2026-04-30,16.835185,86.708219
TEST_027684,jio,4G,Bangalore,30.83,10.9,-84.47,42.59,2026-04-17,28.144696,78.196614
TEST_027685,airtel,4G,Hyderabad,11.2,3.89,-91.9,41.1,2026-05-21,28.879341,88.625255
TEST_027686,airtel,4G,Lucknow,17.95,10.09,-92.46,77.59,2026-05-20,16.7533,70.822848
TEST_027687,vi,4G,Delhi,14.38,8.4,-80.72,36.53,2026-03-03,8.879259,71.70799
TEST_027688,jio,5G,Bangalore,113.24,38.98,-93.42,43.55,2026-05-09,33.381596,73.580697
TEST_027689,jio,5G,Delhi,80.13,18.78,-87.74,41.51,2026-03-04,8.378147,89.221672
TEST_027690,vi,4G,Ahmedabad,13.46,4.24,-74.84,42.03,2026-05-01,26.279111,93.876483
TEST_027691,jio,4G,Jaipur,14.21,4.44,-66.94,49.81,2026-05-14,27.335873,86.424712
TEST_027692,jio,5G,Delhi,52.19,26.52,-85.44,41.72,2026-03-05,21.986883,68.00675
TEST_027693,vi,5G,Hyderabad,74.31,24.32,-86.44,53.19,2026-05-01,19.703411,73.741097
TEST_027694,jio,5G,Bangalore,117.58,24.08,-67.29,81.09,2026-03-05,19.376729,78.672834
TEST_027695,vi,4G,Bangalore,17.16,6.92,-82.71,46.46,2026-03-14,17.068493,68.367233
TEST_027696,vi,4G,Mumbai,19.9,3.33,-105.07,52.37,2026-03-10,13.191122,69.706809
TEST_027697,airtel,4G,Pune,24.16,6.9,-99.61,39.25,2026-03-15,35.280372,78.432117
TEST_027698,vi,5G,Mumbai,46.92,20.64,-99.0,35.33,2026-04-06,26.636901,72.676486
TEST_027699,airtel,5G,Lucknow,87.06,22.65,-88.94,61.47,2026-05-19,23.998457,90.664635
TEST_027700,vi,4G,Ahmedabad,19.67,7.72,-75.05,51.62,2026-03-10,14.410405,78.102461
TEST_027701,jio,4G,Chennai,11.04,4.76,-77.67,49.17,2026-04-16,11.507185,79.67547
